"","V1","V2","V3","V4","V5"
"1",0.107594936708861,0.481012658227848,0.19620253164557,0.126582278481013,0.0886075949367089
"2",0.124031007751938,0.449612403100775,0.10077519379845,0.0775193798449612,0.248062015503876
"3",0.0950226244343891,0.484162895927602,0.230769230769231,0.117647058823529,0.0723981900452489
"4",0.256944444444444,0.361111111111111,0.125,0.159722222222222,0.0972222222222222
"5",0.136363636363636,0.492424242424242,0.128787878787879,0.143939393939394,0.0984848484848485
"6",0.10655737704918,0.508196721311475,0.19672131147541,0.0901639344262295,0.0983606557377049
"7",0.151260504201681,0.294117647058824,0.210084033613445,0.151260504201681,0.19327731092437
"8",0.216783216783217,0.314685314685315,0.153846153846154,0.146853146853147,0.167832167832168
"9",0.10077519379845,0.523255813953488,0.182170542635659,0.112403100775194,0.0813953488372093
"10",0.092485549132948,0.595375722543353,0.167630057803468,0.0809248554913295,0.0635838150289017
"11",0.2,0.462068965517241,0.117241379310345,0.096551724137931,0.124137931034483
"12",0.096969696969697,0.557575757575758,0.133333333333333,0.096969696969697,0.115151515151515
"13",0.155660377358491,0.599056603773585,0.080188679245283,0.0849056603773585,0.080188679245283
"14",0.243727598566308,0.397849462365591,0.175627240143369,0.0824372759856631,0.100358422939068
"15",0.217054263565891,0.441860465116279,0.10077519379845,0.0852713178294574,0.155038759689922
"16",0.0769230769230769,0.648351648351648,0.115384615384615,0.0879120879120879,0.0714285714285714
"17",0.11731843575419,0.64804469273743,0.0893854748603352,0.0726256983240224,0.0726256983240224
"18",0.0578947368421053,0.605263157894737,0.142105263157895,0.0947368421052632,0.1
"19",0.170731707317073,0.536585365853659,0.105691056910569,0.0975609756097561,0.0894308943089431
"20",0.096969696969697,0.527272727272727,0.157575757575758,0.103030303030303,0.115151515151515
"21",0.13903743315508,0.598930481283422,0.106951871657754,0.0748663101604278,0.0802139037433155
"22",0.111111111111111,0.300653594771242,0.26797385620915,0.169934640522876,0.150326797385621
"23",0.10077519379845,0.736434108527132,0.062015503875969,0.0581395348837209,0.0426356589147287
"24",0.13013698630137,0.465753424657534,0.143835616438356,0.102739726027397,0.157534246575342
"25",0.133720930232558,0.558139534883721,0.133720930232558,0.0813953488372093,0.0930232558139535
"26",0.0882352941176471,0.617647058823529,0.0955882352941176,0.110294117647059,0.0882352941176471
"27",0.161971830985915,0.528169014084507,0.126760563380282,0.0985915492957746,0.0845070422535211
"28",0.124352331606218,0.44559585492228,0.139896373056995,0.176165803108808,0.113989637305699
"29",0.112903225806452,0.548387096774194,0.169354838709677,0.0887096774193548,0.0806451612903226
"30",0.157766990291262,0.470873786407767,0.12378640776699,0.121359223300971,0.12621359223301
"31",0.163934426229508,0.344262295081967,0.188524590163934,0.131147540983607,0.172131147540984
"32",0.0817610062893082,0.628930817610063,0.0754716981132075,0.125786163522013,0.0880503144654088
"33",0.121546961325967,0.662983425414365,0.0773480662983425,0.0662983425414365,0.0718232044198895
"34",0.22,0.4525,0.1225,0.13,0.075
"35",0.124444444444444,0.675555555555556,0.0622222222222222,0.0888888888888889,0.0488888888888889
"36",0.197452229299363,0.522292993630573,0.0828025477707006,0.114649681528662,0.0828025477707006
"37",0.245614035087719,0.39766081871345,0.16374269005848,0.0994152046783626,0.0935672514619883
"38",0.218085106382979,0.398936170212766,0.180851063829787,0.0957446808510638,0.106382978723404
"39",0.122137404580153,0.564885496183206,0.122137404580153,0.099236641221374,0.0916030534351145
"40",0.262032085561497,0.441176470588235,0.0935828877005348,0.120320855614973,0.0828877005347594
"41",0.144654088050314,0.465408805031447,0.176100628930818,0.0691823899371069,0.144654088050314
"42",0.1375,0.4125,0.225,0.11875,0.10625
"43",0.253378378378378,0.469594594594595,0.0912162162162162,0.0709459459459459,0.114864864864865
"44",0.203488372093023,0.412790697674419,0.151162790697674,0.0988372093023256,0.133720930232558
"45",0.142857142857143,0.63594470046083,0.0691244239631336,0.0829493087557604,0.0691244239631336
"46",0.253521126760563,0.422535211267606,0.0915492957746479,0.105633802816901,0.126760563380282
"47",0.140540540540541,0.589189189189189,0.0864864864864865,0.0972972972972973,0.0864864864864865
"48",0.0905660377358491,0.743396226415094,0.060377358490566,0.0490566037735849,0.0566037735849057
"49",0.105084745762712,0.725423728813559,0.0644067796610169,0.0542372881355932,0.0508474576271186
"50",0.0903954802259887,0.666666666666667,0.0621468926553672,0.0677966101694915,0.112994350282486
"51",0.112903225806452,0.634408602150538,0.0806451612903226,0.0967741935483871,0.0752688172043011
"52",0.103448275862069,0.405172413793103,0.189655172413793,0.146551724137931,0.155172413793103
"53",0.159090909090909,0.454545454545455,0.159090909090909,0.121212121212121,0.106060606060606
"54",0.130890052356021,0.664921465968586,0.0680628272251309,0.0732984293193717,0.06282722513089
"55",0.144654088050314,0.39622641509434,0.150943396226415,0.144654088050314,0.163522012578616
"56",0.09375,0.5703125,0.125,0.1015625,0.109375
"57",0.253229974160207,0.454780361757106,0.118863049095607,0.103359173126615,0.0697674418604651
"58",0.040084388185654,0.620253164556962,0.19620253164557,0.0907172995780591,0.0527426160337553
"59",0.136807817589577,0.579804560260586,0.0944625407166124,0.123778501628664,0.0651465798045603
"60",0.0524193548387097,0.487903225806452,0.153225806451613,0.145161290322581,0.161290322580645
"61",0.0465116279069767,0.625322997416021,0.144702842377261,0.10594315245478,0.0775193798449612
"62",0.127777777777778,0.522222222222222,0.116666666666667,0.105555555555556,0.127777777777778
"63",0.12707182320442,0.580110497237569,0.110497237569061,0.110497237569061,0.0718232044198895
"64",0.133757961783439,0.420382165605096,0.203821656050955,0.133757961783439,0.10828025477707
"65",0.138121546961326,0.469613259668508,0.198895027624309,0.110497237569061,0.0828729281767956
"66",0.0551020408163265,0.655102040816327,0.155102040816327,0.0714285714285714,0.063265306122449
