"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50"
"1",0,0.115733359671363,0.093657230815083,0.333626387522605,0.0730752116164668,0.0959502474645356,0.0876428836892038,0.0768322834451508,0.0398920372922357,0.0950336314968874,0.0353518697795274,0.028465426709887,0.0616676929163541,0.159546890404232,0.0701138326232846,0.0125931257147853,0.0781162432389746,0.00962105698264299,0.0543993140514536,0.0242552133764761,0.0725728831282295,0.0500675367382353,0.0758215706870071,0.0719492233055894,0.0313666483689178,0.143824219387411,0.0394946553311803,0.0135633748973563,0.0220946101260387,0.040219160893458,0.0889397540367783,0.0630274066330416,0.0450640664044919,0.0220645698536474,0.0377921284473063,0.0246857149305656,0.0893439079198059,0.0707640520961908,0.095963443611381,0.0439920230970981,0.0244376109961773,0.0480151511706687,0.0450697430520429,0.118358176140627,0.0731601043167618,0.0814013027065653,0.0508027822058797,0.0264544899131144,0.0488330596450255,0.112711053399727
"2",0.115733359671363,0,0.0365992499439568,0.125159119280279,0.0829051996906995,0.112485935957446,0.129092276266497,0.188094154671506,0.0192569481975696,0.104857744938267,0.0188383054811139,0.0333710464589807,0.0550821034012302,0.0412127706216357,0.023484849982454,0.014763375500214,0.0418644523631637,0.022558224250386,0.023190646547534,0.0258502377353895,0.135354240861759,0.0586959792174148,0.111999336302196,0.0407200474107943,0.112479833485244,0.0922087687617834,0.0644187951135686,0.0437272924360677,0.0462541221197722,0.0580312282965142,0.0799382492640418,0.0608500135336965,0.0603774062556308,0.0480388834569755,0.0132915225939063,0.0192933026724411,0.0598520490419179,0.0869096911881677,0.0725009062669925,0.0242698519701677,0.0381987904232694,0.119616023875606,0.0369858197886474,0.0632920093601713,0.0428841145608146,0.0414128814094891,0.0545947728323222,0.0420898215473699,0.0460235106856662,0.0330338083262996
"3",0.093657230815083,0.0365992499439568,0,0.0450774023722211,0.0309650952257219,0.0217311213838728,0.0118079926718676,0.0415582155444804,0.0400723377679698,0.135851414360258,0.00844332937316652,0.010197889459237,0.0347172205062357,0.0426266899995233,0.0307005732539743,0.00827118196306272,0.0263863820427796,0.0157978080229528,0.0714590857545551,0.0376547526171313,0.0758322211355794,0.0404731393138564,0.0458157331479557,0.026072467287083,0.0339321409015257,0.0649439596952716,0.0360906336235814,0.024498218072522,0.0621932989114281,0.00812799973782325,0.0233663001878729,0.0389613983321467,0.0140943522025966,0.0414058264415883,0.00496438419243461,0.0378317587156554,0.0279434282311589,0.026558814233254,0.0364167089059434,0.00339929648641233,0.0275154100786833,0.0275943640719002,0.0118407472220898,0.0463699216384927,0.0231973508055075,0.0302629163000128,0.0389285585591261,0.0124109604810865,0.0201246239823327,0.031462228086853
"4",0.333626387522605,0.125159119280279,0.0450774023722211,0,0.0639133242314568,0.124211061332269,0.140608952408608,0.0895484536596154,0.0929887826489394,0.0612107038648063,0.0536227838659504,0.0377800666395087,0.0367476289931477,0.140998991860812,0.0522258290095046,0.00218872883313665,0.0488767443467826,0.015049557012358,0.0257857883298433,0.0367910402652167,0.12212082221784,0.0361464002249562,0.124927927257139,0.0957281149241623,0.0981293767963812,0.12186109208746,0.0590927365816326,0.0353604224854572,0.0312695461918426,0.0387151164494079,0.126755903938875,0.0927900542640021,0.0290913654742652,0.0164352797334055,0.0551745828479503,0.0214523134521262,0.124226243274675,0.0773082336000139,0.113415694631432,0.0836558618446265,0.0291246265231446,0.0625889958784843,0.0164498823837614,0.140749362290236,0.0578773542014607,0.0784804051233688,0.0353187974887032,0.0197052081599822,0.0529211532968961,0.0352612280983735
"5",0.0730752116164668,0.0829051996906995,0.0309650952257219,0.0639133242314568,0,0.0511947069684553,0.0434649340313831,0.0320518589484857,0.127081490405936,0.082893782708987,0.0207197934714323,0.0300305465914533,0.0113593995448836,0.0557894435003525,0.0258304146215195,0.0216505029508312,0.040289980257267,0.012405620771434,0.0191301205706484,0.02843204701196,0.0382815857684195,0.0223470963169413,0.0293298435068335,0.0383888473565328,0.0594778028268553,0.023181298150071,0.0243556032837381,0.0109305873084518,0.0264543669499438,0.01196758779342,0.0458724176387443,0.0478053201007325,0.0276698495434301,0.0243862145217797,0.0146190220422272,0.0159151753519808,0.0274290880407175,0.0304149532336237,0.0329966819380005,0.0233570917933526,0.0180059654642537,0.021282209869167,0.0377741023700304,0.0455164145409026,0.0357820087438966,0.0316862746620832,0.0327531606619156,0.0438570661266816,0.0555586888118471,0.0381497354483977
"6",0.0959502474645356,0.112485935957446,0.0217311213838728,0.124211061332269,0.0511947069684553,0,0.178953483039229,0.0858854401796037,0.0212345336204849,0.0404691257719283,0.0232656463644237,0.0187335650299373,0.0106292795617487,0.0195763513692959,0.0302127213154144,0.0151941954066909,0.0161572975754458,0.0348247662551849,0.00895027060153751,0.0438975747586402,0.0388061430440164,0.0348512456149264,0.0658672363597367,0.0449017781478678,0.0935002243441588,0.052872619988863,0.018646493325757,0.0184104522488021,0.0485559723952984,0.0111983768009399,0.0375584911564036,0.0335494919789866,0.0349533672831767,0.0171141016684408,0.0205190870686719,0.0223383525804385,0.0230994868505994,0.036591488528984,0.0385947949474895,0.00468339125748433,0.0189547207081969,0.0325870461642594,0.0122352196058099,0.0638863030865404,0.0479403328277965,0.0305762061868184,0.0229859751717583,0.0102595435343359,0.0467889125493591,0.0101993369754029
"7",0.0876428836892038,0.129092276266497,0.0118079926718676,0.140608952408608,0.0434649340313831,0.178953483039229,0,0.108335005182733,0.0346144885418507,0.0515381760970459,0.0158022552612755,0.0318100528908416,0.0180487773955696,0.059834024578308,0.0287290874124012,0.00258001164619886,0.0219483900528982,0.0118266614466423,0.00911866740048481,0.00271051485806944,0.0304125150785287,0.0307727003144601,0.190135110821053,0.024398182586073,0.161033755235403,0.0276243093922652,0.0464378977356411,0.0375136793563527,0.0213398012334811,0.0266211658520038,0.0364429938082076,0.031902001731112,0.00527570443847848,0.0154987543376782,0.0278735304842687,0.0101149521505734,0.0627575923574286,0.0414221633238344,0.0550493230716238,0.0254480423126733,0.0672321018162503,0.079311498543832,0.0110803749219089,0.0561546167095485,0.0403142930435427,0.0396473494081931,0.00520409994782255,0.0162595594491568,0.0341335246122065,0.041564938413455
"8",0.0768322834451508,0.188094154671506,0.0415582155444804,0.0895484536596154,0.0320518589484857,0.0858854401796037,0.108335005182733,0,0.0522109926153699,0.0380052193230528,0.0317805815814233,0.0255898152331247,0.0254090598516876,0.0701952583988119,0.0288891392770718,0.0441045463829336,0.0358648324978451,0.050543331761426,0.0275084045071534,0.059963537397219,0.0285431490800174,0.0214228642827595,0.0356146370917923,0.0920028999771116,0.141404435803126,0.0805567987256221,0.057309471845102,0.0733496377261357,0.0214586868399081,0.0497147380418142,0.0806212449114379,0.132901739132564,0.0875340803200849,0.0779254952054326,0.0513861626266956,0.0711991230646912,0.052589349610552,0.0333223434003913,0.110712013820403,0.0991605340283581,0.040276306186863,0.0667702454661529,0.0222842090154959,0.0872678899771296,0.0717226461302122,0.056954611022337,0.0340151004207353,0.0140144079890988,0.0426087124076862,0.0104491249376658
"9",0.0398920372922357,0.0192569481975696,0.0400723377679698,0.0929887826489394,0.127081490405936,0.0212345336204849,0.0346144885418507,0.0522109926153699,0,0.0430530848909618,0.0536275155246484,0.00996485283731659,0.0150772806535944,0.0763631147950686,0.0385701691578951,0.00269405780421661,0.0286482386615956,0.0123494440868499,0.0317391552741312,0.0792492328832684,0.0296397377894087,0.0519071032633569,0.0603405254400486,0.0254766734489561,0.033156742077894,0.0548062735245969,0.0176329550492797,0.0391719241980012,0.0202573638266649,0.00794226310972549,0.0456646924160987,0.0285533052403494,0.0275445514677489,0.0687813931372923,0.0679131709993041,0.0158431062631119,0.0436878083382481,0.0259519066593027,0.0328472622331985,0.0365377937368275,0.0298740476632147,0.019259851911722,0.0289254222708593,0.106612473920093,0.0356199761736587,0.143913974390515,0.00543414061677224,0.0145528223569937,0.0430166341140703,0.0162758490179002
"10",0.0950336314968874,0.104857744938267,0.135851414360258,0.0612107038648063,0.082893782708987,0.0404691257719283,0.0515381760970459,0.0380052193230528,0.0430530848909618,0,0.0147409914003882,0.0079129923057483,0.0269386229220183,0.0372104203767625,0.0153140972957922,0,0.0170619648731932,0.0294197187760459,0.0604890076532911,0.0573121987461104,0.0731316601974803,0.0853820562260575,0.0486886577084778,0.0303461663110631,0.0874513709704644,0.103076352194092,0.0735113262112338,0.033698212590521,0.0579102290985676,0.0520317068604985,0.0317291504378579,0.0170054255962859,0.00656185778318867,0.0385543287977494,0.0057781270440128,0.01258085593494,0.0260190464083655,0.0257601944889661,0.026083690101558,0.0079129923057483,0.0622720598130894,0.0894702526450797,0.0344540929414468,0.041271713045304,0.0443567678629915,0.0375717308627385,0.0388367818690309,0.0462250163521024,0.0234233753020389,0.0624683815267556
